Attribute,Value
Symbol,FSLR
Name,"First Solar, Inc."
Industry,Solar
Sector,Technology
Country,United States
Market Cap,19138764800
Description,"First Solar, Inc., a solar technology company, provides photovoltaic (PV) solar energy solutions in the United States, France, India, Chile, and internationally. The company manufactures and sells PV solar modules with a thin film semiconductor technology that provides a lower-carbon alternative to conventional crystalline silicon PV solar modules. It also designs, manufactures, and sells cadmium telluride solar modules that converts sunlight into electricity. The company's residual business operations include project development activities, operations and maintenance services, and the sale of PV solar power systems to third-party customers. It serves developers and operators of systems, utilities, independent power producers, commercial and industrial companies, and other system owners. The company was formerly known as First Solar Holdings, Inc. and changed its name to First Solar, Inc. in 2006. First Solar, Inc. was founded in 1999 and is headquartered in Tempe, Arizona."
Website,https://www.firstsolar.com
Full Time Employees,8100
Currency,USD
Previous Close,186.18
Open,187.6
Bid,176.0
Ask,186.72
Day's Range,175.57 - 187.95
52 Week Range,116.56 - 306.77
Volume,5249955
Avg. Volume,4314663
Market Cap (intraday),19138764800
Beta (5Y Monthly),1.464
PE Ratio (TTM),15.149406
EPS (TTM),11.78
Earnings Date,1745956920
Forward Dividend & Yield,
Ex-Dividend Date,
1y Target Est,197.21771
