Attribute,Value
Symbol,NCLH
Name,Norwegian Cruise Line Holdings 
Industry,Travel Services
Sector,Consumer Cyclical
Country,United States
Market Cap,8609971200
Description,"Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in North America, Europe, the Asia-Pacific, and internationally. It operates the Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises brands. The company's brands provide accommodations, multiple dining venues, bars and lounges, spa, casino, and retail shopping areas and entertainment choices, as well as shore excursions at each port, air transportation, and hotel packages. It offers itineraries to destinations, including Europe, Asia, Australia, New Zealand, South America, Africa, Canada, Bermuda, Caribbean, Alaska, and Hawaii. Norwegian Cruise Line Holdings Ltd. was founded in 1966 and is based in Miami, Florida."
Website,https://www.nclhltd.com
Full Time Employees,41700
Currency,USD
Previous Close,19.09
Open,19.22
Bid,19.09
Ask,19.11
Day's Range,19.08 - 19.37
52 Week Range,14.21 - 29.29
Volume,9248174
Avg. Volume,16379725
Market Cap (intraday),8609971200
Beta (5Y Monthly),2.1
PE Ratio (TTM),10.948864
EPS (TTM),1.76
Earnings Date,1746009000
Forward Dividend & Yield,
Ex-Dividend Date,
1y Target Est,25.16957
