Attribute,Value
Symbol,IEX
Name,IDEX Corporation
Industry,Specialty Industrial Machinery
Sector,Industrials
Country,United States
Market Cap,14417687552
Description,"IDEX Corporation, together with its subsidiaries, provides applied solutions worldwide. The company operates through three segments: Fluid & Metering Technologies (FMT), Health & Science Technologies (HST), and Fire & Safety/Diversified Products (FSDP). The FMT segment designs, produces, and distributes positive displacement pumps, valves, small volume provers, flow meters, injectors, and other fluid-handling pump modules and systems, as well as flow monitoring and other services for the general industrial, water and wastewater, energy, chemical, agriculture, semiconductor, and food and pharmaceutical industries. The HST segment designs, produces, and distributes precision fluidics, positive displacement pumps, powder and liquid processing technologies, drying systems, micro-precision components, pneumatic components and sealing solutions, high performance molded and extruded sealing components, custom mechanical and shaft seals, engineered hygienic mixers and valves, biocompatible medical devices and implantables, air compressors and blowers, optical components and coatings, laboratory and commercial equipment, technical ceramics and hermetic sealing products, porous material structures, flow control solutions, and precision photonic solutions. This segment serves life sciences, general industrial, analytical instruments, semiconductor, food and pharmaceutical, energy, automotive, aerospace/defense, and medical/dental markets. The FSDP segment designs, produces, and distributes firefighting pumps, valves and controls, rescue tools, engineered stainless steel banding and clamping devices, lifting bags, other components and systems, and precision equipment for dispensing, metering, and mixing colorants and paints. This segment serves the fire suppression, paint dispensing, rescue tools, automotive, general industrial, aerospace/defense, and the energy markets. The company was incorporated in 1987 and is headquartered in Northbrook, Illinois."
Website,https://www.idexcorp.com
Full Time Employees,9000
Currency,USD
Previous Close,189.56
Open,189.48
Bid,160.0
Ask,195.0
Day's Range,187.97 - 190.9
52 Week Range,153.36 - 238.22
Volume,421224
Avg. Volume,678512
Market Cap (intraday),14417687552
Beta (5Y Monthly),1.062
PE Ratio (TTM),30.293652
EPS (TTM),6.3
Earnings Date,1746097200
Forward Dividend & Yield,2.84 (1.49)
Ex-Dividend Date,1747612800
1y Target Est,208.0
