Attribute,Value
Symbol,NKE
Name,"Nike, Inc."
Industry,Footwear & Accessories
Sector,Consumer Cyclical
Country,United States
Market Cap,93149732864
Description,"NIKE, Inc., together with its subsidiaries, engages in the design, development, marketing, and sale of athletic footwear, apparel, equipment, accessories, and services worldwide. The company provides athletic and casual footwear, apparel, and accessories under the NIKE, Jumpman, Converse, Chuck Taylor, All Star, One Star, Star Chevron, and Jack Purcell trademarks. It also sells a line of performance equipment and accessories comprising bags, sport balls, socks, eyewear, timepieces, digital devices, bats, gloves, protective equipment, and other equipment for sports activities under the NIKE brand; and various plastic products to other manufacturers. In addition, the company markets apparel with licensed college and professional team, and league logos, as well as sells sports apparel; licenses unaffiliated parties to manufacture and sell apparel, digital devices, and applications and other equipment for sports activities under NIKE-owned trademarks; and operates digital platforms, including fitness and activity apps; sport, fitness, and wellness content; and digital services and features in retail stores. It sells its products to footwear stores; sporting goods stores; athletic specialty stores; department stores; skate, tennis, and golf shops; and other retail accounts through NIKE-owned retail stores, digital platforms, independent distributors, licensees, and sales representatives. The company was founded in 1964 and is headquartered in Beaverton, Oregon."
Website,https://www.nike.com
Full Time Employees,79400
Currency,USD
Previous Close,62.4
Open,62.5009
Bid,62.3
Ask,62.55
Day's Range,62.53 - 63.75
52 Week Range,52.28 - 98.04
Volume,12889004
Avg. Volume,20199058
Market Cap (intraday),93149732864
Beta (5Y Monthly),1.234
PE Ratio (TTM),20.966778
EPS (TTM),3.01
Earnings Date,1742501700
Forward Dividend & Yield,1.6 (2.54)
Ex-Dividend Date,1748822400
1y Target Est,73.72278
