Attribute,Value
Symbol,TAP
Name,Molson Coors Beverage Company
Industry,Beverages - Brewers
Sector,Consumer Defensive
Country,United States
Market Cap,11499673600
Description,"Molson Coors Beverage Company manufactures, markets, and sells beer and other malt beverage products in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company offers flavored malt beverages including hard seltzers, craft, spirits, and ready to drink beverages. It provides its products under Arnold Palmer Spiked, Aspall Cider, Blue Moon, Beck's, Blue Run Spirits, Cobra, Corona Extra, Coors Original, Five Trail, Heineken, Leinenkugel's, Madri, Miller Genuine Draft, Molson Ultra, Peroni Nastro Azurro, Pilsner Urquell, Redd's, Sharp's, Simply Spiked, Sol, Staropramen, Stella Artois, Topo Chico Hard Seltzer, ZOA Energy, and Vizzy Hard Seltzer above premium brands; Bergenbier, Borsodi, Burgasko, Caraiman, Carling, Coors Banquet, Coors Light, Jelen, Kamenitza, Miller Lite, Molson Canadian brands, Niksicko, and Oujsko under the premium brands; and Branik, Icehouse, Keystone, Lowenbrau, Miller High Life, Milwaukee's Best, and Steel Reserve under the economy brands. The company was formerly known as Molson Coors Brewing Company and changed its name to Molson Coors Beverage Company in January 2020. Molson Coors Beverage Company was founded in 1774 and is based in Golden, Colorado."
Website,https://www.molsoncoors.com
Full Time Employees,16800
Currency,USD
Previous Close,56.27
Open,56.58
Bid,56.86
Ask,57.0
Day's Range,56.2 - 56.88
52 Week Range,49.19 - 64.66
Volume,2228602
Avg. Volume,2572047
Market Cap (intraday),11499673600
Beta (5Y Monthly),0.738
PE Ratio (TTM),11.438632
EPS (TTM),4.97
Earnings Date,1746700200
Forward Dividend & Yield,1.88 (3.31)
Ex-Dividend Date,1749168000
1y Target Est,63.1013
