Attribute,Value
Symbol,GM
Name,General Motors Company
Industry,Auto Manufacturers
Sector,Consumer Cyclical
Country,United States
Market Cap,48427479040
Description,"General Motors Company designs, builds, and sells trucks, crossovers, cars, and automobile parts worldwide. The company operates through GM North America, GM International, Cruise, and GM Financial segments. It markets its vehicles primarily under the Buick, Cadillac, Chevrolet, GMC, Baojun, and Wuling brand names. In addition, the company sells trucks, crossovers, cars, and automobile parts through retail dealers, distributors and dealers, as well as to fleet customers, including daily rental car companies, commercial fleet customers, leasing companies, and governments. Further, it offers software-enabled services and subscriptions; and various range of after-sale services through dealer network, such as maintenance, light repairs, collision repairs, vehicle accessories, and extended service warranties. Additionally, the company provides automotive financing; and software-enabled services and subscriptions. General Motors Company was founded in 1908 and is headquartered in Detroit, Michigan."
Website,https://www.gm.com
Full Time Employees,162000
Currency,USD
Previous Close,50.12
Open,50.11
Bid,49.9
Ask,50.29
Day's Range,49.85 - 50.39
52 Week Range,38.96 - 61.24
Volume,4929610
Avg. Volume,14757806
Market Cap (intraday),48427479040
Beta (5Y Monthly),1.363
PE Ratio (TTM),7.0349164
EPS (TTM),7.16
Earnings Date,1753187400
Forward Dividend & Yield,0.6 (1.19)
Ex-Dividend Date,1749168000
1y Target Est,53.77148
