Attribute,Value
Symbol,NTAP
Name,"NetApp, Inc."
Industry,Computer Hardware
Sector,Technology
Country,United States
Market Cap,20747079680
Description,"NetApp, Inc. provides a range of enterprise software, systems, and services that customers use to transform their data infrastructures in the United States, Canada, Latin America, Europe, the Middle East, Africa, and the Asia Pacific. It operates in two segments, Hybrid Cloud and Public Could. The company offers data management software, such as NetApp ONTAP, NetApp Snapshot, NetApp SnapCenter Backup Management, NetApp SnapMirror Data Replication, NetApp SnapLock Data Compliance, and NetApp Astra; and storage infrastructure solutions, including NetApp All-Flash FAS, NetApp All-Flash FAS with capacity flash, NetApp All-Flash SAN Array, NetApp Fabric Attached Storage, NetApp E/EF series, and NetApp StorageGRID. It also provides cloud storage and data services comprising NetApp Cloud Volumes ONTAP, Azure NetApp Files, Amazon FSx for NetApp ONTAP, and Google Cloud NetApp Volumes, as well as NetApp BlueXP, BlueXP Sync, BlueXP Tiering, NetApp Backup, BlueXP Compliance, and BlueXP Cache; and cloud operations services consist of NetApp Cloud Insights, Spot by NetApp, and Instaclustr. In addition, the company offers professional and support services, such as storage-as-a-service (STaaS), strategic consulting, professional, managed, and support services, as well as assessment, design, implementation, and migration services. It serves various industries comprising energy, financial services, government, technology, internet, life sciences, healthcare services, manufacturing, media, entertainment, animation, video postproduction, and telecommunications through a direct sales force and an ecosystem of partners. NetApp, Inc. was incorporated in 1992 and is headquartered in San Jose, California."
Website,https://www.netapp.com
Full Time Employees,11800
Currency,USD
Previous Close,99.82
Open,99.98
Bid,94.05
Ask,105.0
Day's Range,99.37 - 100.96
52 Week Range,71.84 - 135.45
Volume,1647299
Avg. Volume,2431141
Market Cap (intraday),20747079680
Beta (5Y Monthly),1.394
PE Ratio (TTM),18.616667
EPS (TTM),5.4
Earnings Date,1748548800
Forward Dividend & Yield,2.08 (2.07)
Ex-Dividend Date,1743724800
1y Target Est,114.58375
