Attribute,Value
Symbol,PHM
Name,"PulteGroup, Inc."
Industry,Residential Construction
Sector,Consumer Cyclical
Country,United States
Market Cap,20926584832
Description,"PulteGroup, Inc., through its subsidiaries, engages in the homebuilding business in the United States. It acquires and develops land primarily for residential purposes; and constructs housing on such land. The company also offers various home designs, including single-family detached, townhomes, condominiums, and duplexes under the Centex, Pulte Homes, Del Webb, DiVosta Homes, John Wieland Homes and Neighborhoods, and American West brand names. In addition, the company arranges financing through the origination of mortgage loans for homebuyers; sells the servicing rights for the originated loans; and provides title insurance policies, and examination and closing services to homebuyers. PulteGroup, Inc. was founded in 1950 and is headquartered in Atlanta, Georgia."
Website,https://www.pultegroup.com
Full Time Employees,6793
Currency,USD
Previous Close,102.77
Open,102.75
Bid,104.12
Ask,104.0
Day's Range,102.26 - 104.71
52 Week Range,88.07 - 149.47
Volume,1401970
Avg. Volume,2211788
Market Cap (intraday),20926584832
Beta (5Y Monthly),1.383
PE Ratio (TTM),7.373588
EPS (TTM),14.16
Earnings Date,1745317800
Forward Dividend & Yield,0.88 (0.84)
Ex-Dividend Date,1750118400
1y Target Est,123.57714
