Attribute,Value
Symbol,PWR
Name,"Quanta Services, Inc."
Industry,Engineering & Construction
Sector,Industrials
Country,United States
Market Cap,51097538560
Description,"Quanta Services, Inc. offers infrastructure solutions for the electric and gas utility, renewable energy, communications, pipeline, and energy industries in the United States, Canada, Australia, and internationally. The company's Electric Power Infrastructure Solutions segment engages in the design, procurement, construction, upgrade, repair, and maintenance of electric power transmission and distribution infrastructure and substation facilities; installation, maintenance, and upgrade of electric power infrastructure projects; installation of smart grid technologies on electric power networks; and design, installation, maintenance, and repair of commercial and industrial wirings. This segment offers aviation; emergency restoration; and other engineering and technical services; design and construction solutions to wireline and wireless communications, cable multi-system operators, and other customers; and training for electric workers, as well as training for the gas distribution and communications industries. Its Renewable Energy Infrastructure Solutions segment is involved in engineering, procurement, construction, repair, and maintenance of wind, solar, and hydropower generation facilities, as well as battery storage facilities; and engineering and construction services for substations and switchyards, transmission, and other electrical infrastructures. The company's Underground Utility and Infrastructure Solutions segment offers design, engineering, procurement, construction, upgrade, repair, and maintenance services for natural gas systems for gas utility customers; fabrication services for pipeline support systems and structures and facilities; and engineering and construction services for pipeline and storage systems, and compressor and pump stations. The company was formerly known as Fabal Construction, Inc. and changed its name to Quanta Services, Inc. in November 1997. The company was incorporated in 1997 and is headquartered in Houston, Texas."
Website,https://www.quantaservices.com
Full Time Employees,58400
Currency,USD
Previous Close,340.37
Open,342.91
Bid,344.6
Ask,344.78
Day's Range,338.135 - 345.362
52 Week Range,227.08 - 365.88
Volume,1063776
Avg. Volume,1698344
Market Cap (intraday),51097538560
Beta (5Y Monthly),1.027
PE Ratio (TTM),55.52174
EPS (TTM),6.21
Earnings Date,1746096906
Forward Dividend & Yield,0.4 (0.12)
Ex-Dividend Date,1743638400
1y Target Est,343.4396
