Attribute,Value
Symbol,DRI
Name,"Darden Restaurants, Inc."
Industry,Restaurants
Sector,Consumer Cyclical
Country,United States
Market Cap,24768552960
Description,"Darden Restaurants, Inc., together with its subsidiaries, owns and operates full-service restaurants in the United States and Canada. It operates under Olive Garden, LongHorn Steakhouse, Cheddar's Scratch Kitchen, Yard House, The Capital Grille, Seasons 52, Bahama Breeze, Eddie V's Prime Seafood, and Capital Burger brand names. Darden Restaurants, Inc. was founded in 1968 and is based in Orlando, Florida."
Website,https://www.darden.com
Full Time Employees,191105
Currency,USD
Previous Close,209.0
Open,209.24
Bid,197.59
Ask,213.0
Day's Range,208.32 - 211.79
52 Week Range,135.87 - 211.82
Volume,2316036
Avg. Volume,1441833
Market Cap (intraday),24768552960
Beta (5Y Monthly),0.738
PE Ratio (TTM),23.807648
EPS (TTM),8.89
Earnings Date,1742468407
Forward Dividend & Yield,5.6 (2.65)
Ex-Dividend Date,1744243200
1y Target Est,206.72037
