Attribute,Value
Symbol,BAX
Name,Baxter International Inc.
Industry,Medical Instruments & Supplies
Sector,Healthcare
Country,United States
Market Cap,16247120896
Description,"Baxter International Inc., through its subsidiaries, provides a portfolio of healthcare products in the United States. The company operates through three segments: Medical Products and Therapies, Healthcare Systems and Technologies, and Pharmaceuticals. It offers sterile intravenous (IV) solutions; infusion systems and devices; parenteral nutrition therapies; administrative sets; generic injectable pharmaceuticals; surgical hemostat and sealant products; advanced surgical equipment; smart bed systems; patient monitoring and diagnostic technologies; and respiratory health devices, as well as advanced equipment for the surgical space comprising operating room integration technologies, precision positioning devices, and other accessories. The company also provides specialty injectable pharmaceuticals, inhaled anesthetics, and drug compounding services. Its products are used in hospitals, nursing homes, rehabilitation centers, ambulatory surgery centers, doctors' offices, kidney dialysis centers, and patients at home under physician supervision. The company sells its products through direct sales force, independent distributors, drug wholesalers, and specialty pharmacy or other alternate site providers. It has an agreement with Celerity Pharmaceuticals, LLC to develop acute care generic injectable premix and oncolytic products. The company operates in Eastern Europe, the Middle East, Africa, Latin America, Asia, Western Europe, Canada, Japan, Australia, and New Zealand. Baxter International Inc. was incorporated in 1931 and is headquartered in Deerfield, Illinois."
Website,https://www.baxter.com
Full Time Employees,38000
Currency,USD
Previous Close,31.04
Open,31.07
Bid,31.2
Ask,32.0
Day's Range,30.92 - 31.695
52 Week Range,26.25 - 40.49
Volume,2418356
Avg. Volume,4972233
Market Cap (intraday),16247120896
Beta (5Y Monthly),0.628
PE Ratio (TTM),
EPS (TTM),-0.52
Earnings Date,1746098100
Forward Dividend & Yield,0.68 (2.15)
Ex-Dividend Date,1748563200
1y Target Est,38.67812
