Attribute,Value
Symbol,UDR
Name,"UDR, Inc."
Industry,REIT - Residential
Sector,Real Estate
Country,United States
Market Cap,15992169472
Description,"UDR, Inc. (NYSE: UDR), an S&P 500 company, is a leading multifamily real estate investment trust with a demonstrated performance history of delivering superior and dependable returns by successfully managing, buying, selling, developing and redeveloping attractive real estate properties in targeted U.S. markets. As of September 30, 2024, UDR owned or had an ownership position in 60,123 apartment homes. For over 52 years, UDR has delivered long-term value to shareholders, the best standard of service to residents and the highest quality experience for associates."
Website,https://www.udr.com
Full Time Employees,1419
Currency,USD
Previous Close,41.9
Open,41.97
Bid,42.36
Ask,42.32
Day's Range,41.76 - 42.44
52 Week Range,36.61 - 47.55
Volume,2254515
Avg. Volume,2339696
Market Cap (intraday),15992169472
Beta (5Y Monthly),0.843
PE Ratio (TTM),117.83332
EPS (TTM),0.36
Earnings Date,1746044160
Forward Dividend & Yield,1.72 (4.05)
Ex-Dividend Date,1744243200
1y Target Est,46.84091
