Attribute,Value
Symbol,ED
Name,"Consolidated Edison, Inc."
Industry,Utilities - Regulated Electric
Sector,Utilities
Country,United States
Market Cap,37575270400
Description,"Consolidated Edison, Inc., through its subsidiaries, engages in the regulated electric, gas, and steam delivery businesses in the United States. The company offers electric services to approximately 3.7 million customers in New York City and Westchester County; gas to approximately 1.1 million customers in Manhattan, the Bronx, parts of Queens, and Westchester County; and steam to approximately 1,520 customers in parts of Manhattan. It also supplies electricity to approximately 0.3 million customers in southeastern New York and northern New Jersey; and gas to approximately 0.1 million customers in southeastern New York. In addition, the company operates 549 circuit miles of transmission lines; 15 transmission substations; 64 distribution substations; 90,755 in-service line transformers; 3,877 pole miles of overhead distribution lines; and 2,405 miles of underground distribution lines, as well as 4,384 miles of mains and 379,888 service lines for natural gas distribution. Further, it invests in electric and gas transmission projects. The company primarily sells electricity to industrial, commercial, residential, and government customers. Consolidated Edison, Inc. was founded in 1823 and is based in New York, New York."
Website,https://www.conedison.com
Full Time Employees,15097
Currency,USD
Previous Close,102.01
Open,102.03
Bid,99.1
Ask,105.0
Day's Range,101.7055 - 104.43
52 Week Range,87.28 - 114.87
Volume,2758867
Avg. Volume,3119269
Market Cap (intraday),37575270400
Beta (5Y Monthly),0.276
PE Ratio (TTM),19.277266
EPS (TTM),5.41
Earnings Date,1746129600
Forward Dividend & Yield,3.4 (3.26)
Ex-Dividend Date,1747180800
1y Target Est,105.1
