Attribute,Value
Symbol,IP
Name,International Paper Company
Industry,Packaging & Containers
Sector,Consumer Cyclical
Country,United States
Market Cap,26467702784
Description,"International Paper Company produces and sells renewable fiber-based packaging and pulp products in North America, Latin America, Europe, and North Africa. It operates through two segments, Industrial Packaging and Global Cellulose Fibers. The company offers linerboard, medium, whitetop, recycled linerboard, recycled medium and saturating kraft; and pulp for a range of applications, such as diapers, towel and tissue products, feminine care, incontinence, and other personal care products, as well as specialty pulps for use in textiles, construction materials, paints, coatings, and others. The company sells its products directly to end users and converters, as well as through agents, resellers, and distributors. The company was founded in 1898 and is headquartered in Memphis, Tennessee."
Website,https://www.internationalpaper.com
Full Time Employees,65000
Currency,USD
Previous Close,49.57
Open,49.6
Bid,49.0
Ask,51.51
Day's Range,49.21 - 50.365
52 Week Range,40.63 - 60.36
Volume,5150703
Avg. Volume,6027493
Market Cap (intraday),26467702784
Beta (5Y Monthly),0.987
PE Ratio (TTM),42.854702
EPS (TTM),1.17
Earnings Date,1753965000
Forward Dividend & Yield,1.85 (3.69)
Ex-Dividend Date,1747958400
1y Target Est,52.87545
