Attribute,Value
Symbol,URI
Name,"United Rentals, Inc."
Industry,Rental & Leasing Services
Sector,Industrials
Country,United States
Market Cap,47167823872
Description,"United Rentals, Inc., through its subsidiaries, operates as an equipment rental company. It operates in two segments, General Rentals and Specialty. The General Rentals segment rents general construction and industrial equipment includes backhoes, skid-steer loaders, forklifts, earthmoving equipment, and material handling equipment; aerial work platforms, such as boom and scissor lifts; and general tools and light equipment comprising pressure washers, water pumps, and power tools for construction and industrial companies, manufacturers, utilities, municipalities, homeowners, and government entities. The specialty segment rents trench safety equipment consists of trench shields, aluminum hydraulic shoring systems, slide rails, crossing plates, construction lasers, and line testing equipment for underground work; power and heating, ventilating, and air conditioning equipment, such as portable diesel generators, electrical distribution equipment, and temperature control equipment; fluid solutions equipment for fluid containment, transfer, and treatment; surface protection mats; and mobile storage equipment and modular office space. This segment serves construction companies involved in infrastructure projects, and municipalities and industrial companies. It also sells aerial lifts, reach forklifts, telehandlers, compressors, and generators; construction consumables, tools, small equipment, and safety supplies; and parts for equipment that is owned by its customers, as well as provides repair and maintenance services. The company sells used equipment through its sales force, brokers, website, at auctions, and directly to manufacturers. The company operates in the United States, Canada, Europe, Australia, and New Zealand. United Rentals, Inc. was incorporated in 1997 and is headquartered in Stamford, Connecticut."
Website,https://www.unitedrentals.com
Full Time Employees,27900
Currency,USD
Previous Close,713.32
Open,717.73
Bid,723.29
Ask,720.0
Day's Range,712.25 - 729.34
52 Week Range,525.91 - 896.98
Volume,477649
Avg. Volume,767174
Market Cap (intraday),47167823872
Beta (5Y Monthly),1.702
PE Ratio (TTM),18.833897
EPS (TTM),38.53
Earnings Date,1745439300
Forward Dividend & Yield,7.16 (0.99)
Ex-Dividend Date,1747180800
1y Target Est,744.69055
