Attribute,Value
Symbol,TT
Name,Trane Technologies plc
Industry,Building Products & Equipment
Sector,Industrials
Country,Ireland
Market Cap,95694790656
Description,"Trane Technologies plc designs, manufactures, sells, and services of solutions for heating, ventilation, air conditioning, and custom and transport refrigeration. It offers air conditioners, exchangers, and handlers; airside and terminal devices; air sourced heat pumps; chillers; coils and condensers; auxiliary power, cold storage, cold storage, and condensing units; controls contracting and commissioning, decarbonization programs, and gensets; dehumidifiers; energy and water efficiency programs; energy recovery ventilators; energy storage; furnaces; home automation; humidifiers; HVAC performance-monitoring products; and indoor air quality assessments and related products for HVAC and transport solutions. The company also provides asset management, building management, bus air purification, bus and rail HVAC, container refrigeration, control, cryogenic refrigeration, ductless, geothermal, data center and multi-pipe HVAC, package heating and cooling, rail refrigeration, residential air filtration, self-powered truck refrigeration, temporary heating and cooling, truck refrigeration, unitary, variable refrigerant flow, and trailer refrigeration systems. In addition, it offers industrial process refrigeration, installation contracting, lighting retrofit, medical grade refrigeration, refrigerant reclamation, renewable energy and storage, residential hybrid heating, telematics, thermostats/controls and associated digital, and ventilation solutions; packaged rooftop units; rate chambers; residential air filters; thermal energy storage; transport heater products; ultra-low temperature freezers; energy infrastructure programs and management, repair and maintenance, smart and AI-enabled, and rental services; and water source heat pumps, as well as aftermarket and OEM parts and supplies. The company was formerly known as Ingersoll-Rand Plc and changed its name to Trane Technologies plc in March 2020. The company was founded in 1885 and is headquartered in Swords, Ireland."
Website,https://www.tranetechnologies.com
Full Time Employees,45000
Currency,USD
Previous Close,422.35
Open,422.395
Bid,424.56
Ask,435.45
Day's Range,421.4801 - 429.4
52 Week Range,298.15 - 429.4
Volume,1088030
Avg. Volume,1688650
Market Cap (intraday),95694790656
Beta (5Y Monthly),1.147
PE Ratio (TTM),35.34514
EPS (TTM),12.14
Earnings Date,1746009000
Forward Dividend & Yield,3.76 (0.88)
Ex-Dividend Date,1749168000
1y Target Est,409.81046
