Attribute,Value
Symbol,COP
Name,ConocoPhillips
Industry,Oil & Gas E&P
Sector,Energy
Country,United States
Market Cap,116684554240
Description,"ConocoPhillips explores for, produces, transports, and markets crude oil, bitumen, natural gas, liquefied natural gas (LNG), and natural gas liquids. The company operates in six segments: Alaska; Lower 48; Canada; Europe, Middle East and North Africa; Asia Pacific; and Other International. The company's portfolio includes unconventional plays in North America; conventional assets in North America, Europe, Asia, and Australia; global LNG developments; oil sands assets in Canada; and an inventory of global exploration prospects. It serves in the United States, Canada, China, Equatorial Guinea, Libya, Malaysia, Norway, Singapore, the United Kingdom, and internationally ConocoPhillips was founded in 1917 and is headquartered in Houston, Texas."
Website,https://www.conocophillips.com
Full Time Employees,11800
Currency,USD
Previous Close,92.96
Open,93.57
Bid,91.93
Ask,92.45
Day's Range,91.51 - 93.62
52 Week Range,79.88 - 122.11
Volume,5524950
Avg. Volume,9459206
Market Cap (intraday),116684554240
Beta (5Y Monthly),0.645
PE Ratio (TTM),11.714829
EPS (TTM),7.89
Earnings Date,1746707400
Forward Dividend & Yield,3.12 (3.38)
Ex-Dividend Date,1747612800
1y Target Est,116.76241
