Attribute,Value
Symbol,XOM
Name,Exxon Mobil Corporation
Industry,Oil & Gas Integrated
Sector,Energy
Country,United States
Market Cap,466259968000
Description,"Exxon Mobil Corporation engages in the exploration and production of crude oil and natural gas in the United States, Canada, the United Kingdom, Singapore, France, and internationally. It operates through Upstream, Energy Products, Chemical Products, and Specialty Products segments. The Upstream segment explores for and produces crude oil and natural gas. The Energy Products segment offers fuels, aromatics, and catalysts, as well as licensing services. The Chemical Products segment manufactures and sells petrochemicals, including olefins, polyolefins, and intermediates. The Specialty Products segment offers performance products, including finished lubricants, basestocks, waxes, synthetics, elastomers, and resins. The company is involved in the manufacture, trading, transportation, and sale of crude oil, natural gas, petroleum products, petrochemicals, and other specialty products; and pursuit of lower-emission and business opportunities, including carbon capture and storage, hydrogen, lower-emission fuels, Proxxima systems, carbon materials, and lithium. It sells its products under the Exxon, Esso, and Mobil brands. Exxon Mobil Corporation was founded in 1870 and is headquartered in Spring, Texas."
Website,https://corporate.exxonmobil.com
Full Time Employees,61000
Currency,USD
Previous Close,108.58
Open,108.65
Bid,107.52
Ask,107.7
Day's Range,107.45 - 108.89
52 Week Range,97.8 - 126.34
Volume,13957013
Avg. Volume,17519490
Market Cap (intraday),466259968000
Beta (5Y Monthly),0.475
PE Ratio (TTM),14.348806
EPS (TTM),7.54
Earnings Date,1746181800
Forward Dividend & Yield,3.96 (3.66)
Ex-Dividend Date,1747267200
1y Target Est,123.52231
