Attribute,Value
Symbol,TGT
Name,Target Corporation
Industry,Discount Stores
Sector,Consumer Defensive
Country,United States
Market Cap,44790808576
Description,"Target Corporation operates as a general merchandise retailer in the United States. The company offers apparel for women, men, young adults, kids, toddlers, and babies, as well as jewelry, accessories, and shoes; and beauty products, such as skin and bath care, cosmetics, hair care, oral care, deodorant, and shaving products. It also provides food and beverage products comprising dry and perishable grocery, including snacks, candy, beverages, deli, bakery, meat, produce, and food service; electronics which includes video games and consoles, toys, sporting goods, entertainment, and luggage; bed and bath, home décor, school/office supplies, storage, small appliances, kitchenware, greeting cards, party supplies, furniture, lighting, home improvement, and seasonal merchandise; and household essentials, such as household cleaning, paper products, over-the-counter healthcare, vitamins and supplements, baby gear, and pet supplies. In addition, the company sells merchandise through periodic design and creative partnerships, and shop-in-shop experience; and in-store amenities. It sells its products through its stores; and digital channels, including Target.com. Target Corporation was incorporated in 1902 and is headquartered in Minneapolis, Minnesota."
Website,https://target.com
Full Time Employees,440000
Currency,USD
Previous Close,97.07
Open,97.76
Bid,97.5
Ask,98.35
Day's Range,97.4 - 99.14
52 Week Range,87.35 - 167.4
Volume,5448280
Avg. Volume,8353368
Market Cap (intraday),44790808576
Beta (5Y Monthly),1.265
PE Ratio (TTM),11.126411
EPS (TTM),8.86
Earnings Date,1747830600
Forward Dividend & Yield,4.48 (4.54)
Ex-Dividend Date,1747180800
1y Target Est,119.15625
