Attribute,Value
Symbol,ABNB
Name,"Airbnb, Inc."
Industry,Travel Services
Sector,Consumer Cyclical
Country,United States
Market Cap,85175394304
Description,"Airbnb, Inc., together with its subsidiaries, operates a platform that enables hosts to offer stays and experiences to guests worldwide. Its marketplace connects hosts and guests online or through mobile devices to book spaces and experiences. It also offers gift cards. The company was formerly known as AirBed & Breakfast, Inc. and changed its name to Airbnb, Inc. in November 2010. Airbnb, Inc. was founded in 2007 and is headquartered in San Francisco, California."
Website,https://www.airbnb.com
Full Time Employees,7300
Currency,USD
Previous Close,136.79
Open,137.54
Bid,137.77
Ask,138.23
Day's Range,136.24 - 138.45
52 Week Range,99.88 - 163.93
Volume,3658953
Avg. Volume,5864342
Market Cap (intraday),85175394304
Beta (5Y Monthly),1.146
PE Ratio (TTM),34.936707
EPS (TTM),3.95
Earnings Date,1746129783
Forward Dividend & Yield,
Ex-Dividend Date,
1y Target Est,139.32677
